return-date	order-id	sku	asin	fnsku
2017-01-27	107-2448660-8574644	HR1-QTM-VHJ	B01M21V2Y9	X001A8DZA9
2017-01-26	105-2063459-7946632	GCI-PUW-Z0L	B00T0QZLV8	X001AVS1XR
2017-01-26	102-8509651-4273024	EFK-W0H-L0Y	B015IGOAPG	X001AJ4S1D
2017-01-25	002-4900775-6916251	I7X-TE6-6I9	B00YDFZTLI	X0019TR1BD
2017-01-25	109-6077280-4008258	90V-HGE-KZ2	B0193YMHUO	X001A6VS19
2017-01-25	103-4321841-3829014	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
2017-01-25	114-2927551-1994613	CGX-N74-SEY	B00OCQNV36	X0017G9ZTT
2017-01-24	108-6231533-6071445	B9Z-HBF-3FM	B018017S8W	X001AG5301
2017-01-24	102-1128100-5752247	79X-RBS-Y41	B01BNDI8DS	X0019S9S9H
2017-01-23	105-3328371-4187437	VLO-9OM-FG4	B01HB56E5G	X001A51F2H
2017-01-23	116-5663782-8444244	I7X-TE6-6I9	B00YDFZTLI	X0019TR1BD
2017-01-21	104-2885784-7771431	TY1-V6A-9HP	B01DY9GSEK	X0017474TJ
2017-01-21	113-8945990-1913822	G2F-GV0-64Z	B01GPAOJJG	X001A5XXOF
2017-01-20	112-6079620-1979431	DHI-X3B-F66	B015CQ8SGE	X00161J7LB
2017-01-20	114-1005416-0045028	LZ0-Z8M-ZM6	B00T0QZL40	X001AO1DMZ
2017-01-20	113-5917784-4893833	DHI-X3B-F66	B015CQ8SGE	X00161J7LB
2017-01-20	103-1149021-8993016	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
2017-01-20	109-7892180-3875404	HR1-QTM-VHJ	B01M21V2Y9	X001A8DZA9
2017-01-20	114-8210432-3441063	79X-RBS-Y41	B01BNDI8DS	X0019S9S9H
2017-01-19	107-7916876-2989019	2V0-801-YFE	B00FFVYSE8	X0018GLMYT
2017-01-19	111-7595931-2104234	HR1-QTM-VHJ	B01M21V2Y9	X001A8DZA9
2017-01-19	105-2710568-7477047	HR1-QTM-VHJ	B01M21V2Y9	X001A8DZA9
2017-01-18	116-9673258-5208214	7Y6-UC4-V4F	B019TTJARQ	X0016HIKL3
2017-01-18	113-2738783-1596219	XXU-G8P-L25	B00A2KFGF2	X0019US6CZ
2017-01-18	114-9648851-4878620	I7X-TE6-6I9	B00YDFZTLI	X0019TR1BD
2017-01-17	107-3006945-1738664	B39-32D-Y69	B00KK8WNXY	X001818WCJ
2017-01-17	107-3006945-1738664	B39-32D-Y69	B00KK8WNXY	X001818WCJ
2017-01-17	109-8976830-2570613	34E-8YU-6WD	B01CX26WCW	X001A8CTXX
2017-01-17	116-8969285-5658664	2OA-NQ7-OU2	B01F3R9H7Q	X0017AC1GJ
2017-01-16	114-9454053-1669805	HR1-QTM-VHJ	B01M21V2Y9	X001A8DZA9
2017-01-15	109-7465412-6348232	IT-J8CW-JW2A	B014MIBQXA	X000X483AN
2017-01-14	106-6981267-6107450	9KY-IWI-00S	B006OOKT3Y	X0019D7G7X
2017-01-14	112-0394419-2444243	DHC-1F8-ZBQ	B01F3R99TM	X00149B2TZ
2017-01-13	113-8821288-0589013	7J-9GRT-ZXL1	B011KFQASE	X001826LCL
2017-01-13	108-0662886-8628266	W8J-78P-VIQ	B01F3R96A4	X0015DMNW5
2017-01-13	102-9883649-4665034	B9Z-HBF-3FM	B018017S8W	X001AG5301
2017-01-13	115-0498405-5981009	BJ-DP6W-8V0Q	B012AQI7EW	X000YIES6B
2017-01-12	104-1957592-2746622	HR1-QTM-VHJ	B01M21V2Y9	X001A8DZA9
2017-01-12	107-1726618-4760255	6GU-QFO-M4N	B01F3R9136	X0019NPBA7
2017-01-12	111-4920650-3909059	B9Z-HBF-3FM	B018017S8W	X001AG5301
2017-01-12	104-6325314-6186652	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
2017-01-12	115-6741850-4294642	RCK-6D1-EPC	B01M7TSY16	X001ADYO7R
2017-01-12	107-8938765-6181837	P4N-IB7-VCF	B00R1P903A	X0015H2B0F
2017-01-12	102-9295080-0083416	HR1-QTM-VHJ	B01M21V2Y9	X001A8DZA9
2017-01-11	106-5919996-1689836	RVK-SGI-JLI	B00T03KQ34	X0015DZYKN
2017-01-10	104-6626735-1891432	BMP-BV6-L36	B01D6JEMXC	X001A1DG69
2017-01-10	116-9508900-1363422	7P2-MG9-9PR	B013C0ZCCU	X0019VYM95
2017-01-10	109-4664126-3839401	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
2017-01-10	115-0371823-6286642	HR1-QTM-VHJ	B01M21V2Y9	X001A8DZA9
2017-01-09	109-9606293-7945068	VB4-3N4-ZW5	B005JN9310	X001A15VHV
2017-01-09	002-3057646-5865855	9KY-IWI-00S	B006OOKT3Y	X0019D7G7X
2017-01-09	113-9291332-8149801	VCR-MI6-HHX	B00N6M3BNW	X0014NU96X
2017-01-09	116-2236604-5951459	IR5-PNN-74K	B00LEA5EHO	X0019WRM5P
2017-01-09	108-1886561-9854664	RCK-6D1-EPC	B01M7TSY16	X001ADYO7R
2017-01-08	115-1727857-6575405	6OG-1KU-1PD	B013XWQF28	X0019X7DBH
2017-01-08	108-5561526-9721064	J42-CL9-HQR	B01APA6K6M	X001AEI4VD
2017-01-08	111-2739831-5171444	I7X-TE6-6I9	B00YDFZTLI	X0019TR1BD
2017-01-08	115-0633931-6831421	F9-K9CN-Y7K3	B01F3R8XC6	X00165DTAH
2017-01-08	112-8007794-4326614	EB3-6I4-H13	B0036NUD1E	X001314TMB
2017-01-07	002-8735738-4537830	M35-TAB-0LH	B01F5LWOR0	X0019NZI05
2017-01-07	113-2994536-3325003	D16-Y6B-OU4	B01I5VX3YA	X0016KEJ9R
2017-01-06	104-2891730-0185850	ZYX-0QK-TXJ	B009WG6JMG	X0019CESDT
2017-01-06	106-4674830-7446648	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
2017-01-06	112-9875811-4494600	1SW-UYD-IW9	B01IOO4TDM	X001A1ZBLR
2017-01-06	108-4534984-4715411	AQM-WPA-A82	B00AZMLIDQ	X000ZWQ2LF
2017-01-05	111-7495769-1518634	79X-RBS-Y41	B01BNDI8DS	X0019S9S9H
2017-01-05	110-8225839-4639431	6OG-1KU-1PD	B013XWQF28	X0019X7DBH
2017-01-04	116-5822090-2047405	XRR-OW7-0SS	B00YDG3HFC	X001767SU7
2017-01-04	102-0062617-3493040	EZ-R4SC-B5Q6	B014MIBLSA	X000XS6AIL
2017-01-04	104-4511200-6941032	UYI-FKR-IHB	B01MXGPIZW	X001A3326L
2017-01-03	107-0043986-6195435	33O-ELG-H3T	B00DI79YUE	X0019ZBXY3
2017-01-03	107-0043986-6195435	33O-ELG-H3T	B00DI79YUE	X0019ZBXY3
2017-01-03	112-8204904-0113055	XXU-G8P-L25	B00A2KFGF2	X0019US6CZ
2017-01-03	109-2779405-0393019	VLO-9OM-FG4	B01HB56E5G	X001A51F2H
2017-01-02	102-0607416-5892239	DR3-50S-WIS	B01G2AJA3Y	X00176Q5UB
2017-01-02	113-9356142-5059422	QPI-Q7D-AXW	B015AD1ZFA	X0019V7ZAN
2017-01-02	115-6682027-2046648	1DH-X3V-HZW	B015JV81KA	X0013NT4IX
2017-01-02	110-0693429-7853056	HR1-QTM-VHJ	B01M21V2Y9	X0018TVMI7
2017-01-01	002-2841540-2803425	HR1-QTM-VHJ	B01M21V2Y9	X001A8DZA9
2016-12-29	115-3888554-7701032	SGX-XBU-DER	B009E6J1DI	X00196PSNT
2016-12-29	103-0625189-0476259	HR1-QTM-VHJ	B01M21V2Y9	X001A8DZA9
2016-12-28	114-7163062-5214602	6OG-1KU-1PD	B013XWQF28	X0019X7DBH
2016-12-28	113-1893415-3724257	HEV-XDA-XCV	B015XK1SFM	X0017SQOFP
2016-12-27	113-6582485-8765855	7P2-MG9-9PR	B013C0ZCCU	X0019VYM95
2016-12-25	002-4859279-8698608	I7X-TE6-6I9	B00YDFZTLI	X0019TR1BD
2016-12-23	115-4410053-3361040	VB4-3N4-ZW5	B005JN9310	X001A15VHV
2016-12-22	111-4152153-4988254	DHC-1F8-ZBQ	B01F3R99TM	X00149B2TZ
2016-12-21	103-7814400-6670659	EB3-6I4-H13	B0036NUD1E	X001314TMB
2016-12-21	102-8708001-2785064	D1N-3OG-WE8	B011HNT8EW	X0019XWG19
2016-12-21	102-3243145-8321061	B5G-7OJ-R2G	B00BIBB1KI	X001A32S07
2016-12-19	102-4364590-4084215	B5G-7OJ-R2G	B00BIBB1KI	X001A32S07
2016-12-17	1746338697017	AFQ-453-ZX2	B01DCPGDHI	X0019ZH1ZN
2016-12-16	115-7525405-6650623	VB4-3N4-ZW5	B005JN9310	X001A15VHV
2016-12-16	102-8901948-4733050	UBI-0B3-EDU	B00SQFYXF4	X0017DMVYX
2016-12-15	110-2922138-3599433	DHC-1F8-ZBQ	B01F3R99TM	X00149B2TZ
2016-12-14	116-0517907-0574665	ZYX-0QK-TXJ	B009WG6JMG	X0019CESDT
2016-12-14	105-2531302-7307444	VB4-3N4-ZW5	B005JN9310	X001A15VHV
2016-12-14	115-7525405-6650623	VB4-3N4-ZW5	B005JN9310	X001A15VHV
2016-12-14	111-4240587-0195412	DHC-1F8-ZBQ	B01F3R99TM	X00149B2TZ
2016-12-14	109-0178252-2072219	W8J-78P-VIQ	B01F3R96A4	X0015DMNW5
2016-12-13	112-8763873-8715437	VB4-3N4-ZW5	B005JN9310	X001A15VHV
2016-12-13	114-5591186-9109852	F99-QIA-0SD	B00YEUCV4A	X0017NIH91
2016-12-13	112-8538228-4470647	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
2016-12-12	111-3154496-2537052	2WC-UG3-ZTK	B01BYU0GVC	X0019X2PM9
2016-12-09	112-6320553-7636209	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
2016-12-09	112-2621966-4554630	B39-32D-Y69	B00KK8WNXY	X001818WCJ
2016-12-09	112-2621966-4554630	B39-32D-Y69	B00KK8WNXY	X001818WCJ
2016-12-08	115-5748510-3290631	JRH-RNF-5DI	B01JYVZOBU	X0019RVNFF
2016-12-08	104-8149593-6177023	F05-3LU-SPL	B01717WBWO	X0019L3CAZ
2016-12-06	1734333061017	SS6-6LK-0VM	B019TTJ5QM	X0017RHHN9
2016-12-06	114-4663772-7299448	J7-GSF6-Q9XZ	B011HNTGVC	X000XIXUHF
2016-12-01	103-8356161-3673042	6GU-QFO-M4N	B01F3R9136	X0019NPBA7
2016-12-01	114-9896602-2626635	JP-8QEZ-GH82	B019TTJ8BE	X000ZEEDWN
2016-11-30	108-6086851-4353062	IT-J8CW-JW2A	B014MIBQXA	X000X483AN
2016-11-30	113-0352039-3006677	N7J-NNP-13D	B01JH9B5P8	X0017S1FT5
2016-11-28	108-7570120-6383408	OT-M76T-S9KQ	B015JVCD8G	X0014S6MWN
2016-11-26	104-2841580-4311445	ZYX-0QK-TXJ	B009WG6JMG	X0019CESDT
2016-11-24	112-7212174-3490657	EB3-6I4-H13	B0036NUD1E	X001314TMB
2016-11-23	112-1607352-1785043	2O-3H1B-7YTO	B012XYLZEK	X000XBWRAX
2016-11-23	114-9824194-8560201	C8-D466-8IXP	B003U8K6M6	X0019C7MMN
2016-11-17	111-0539606-1633033	3AS-SCK-XMJ	B00D78Q2AO	X0017JFC4N
2016-11-17	110-3010553-8894628	DZD-6TM-NWZ	B01FJFMLRU	X0016VKVFH
2016-11-17	105-3762320-4253839	HVO-TVW-2AZ	B00IEZH06K	X0013ZVCVX
2016-11-16	002-4676902-9848263	WSN-XAI-JEU	B010WXTOZQ	X0017RGR6H
2016-11-15	102-4796974-0731430	LPF-WWZ-9O3	B01CX27190	X001867J5P
2016-11-11	114-2962674-2292223	SA3-4M5-7VG	B01JSH3HSM	X0017QRNZH
2016-11-10	110-5143553-2497004	L8S-T1G-JF4	B00OILZLDI	X0015A9EOX
2016-11-09	103-6964346-5448242	TY1-V6A-9HP	B01DY9GSEK	X0017474TJ
2016-11-09	102-6144329-9456266	BJ-DP6W-8V0Q	B012AQI7EW	X000YIES6B
2016-11-09	107-0258171-4063444	5UB-4PX-K5G	B01IUYTLP2	X00175SX4D
2016-11-09	104-3913483-3157832	DZ-TYGO-UX2W	B00M2UIWKQ	X000UDASYL
2016-11-08	105-6475417-2154637	F9-K9CN-Y7K3	B01F3R8XC6	X00165DTAH
2016-11-07	113-9668840-7652209	SWD-LH4-UUD	B011QHAOWO	X0017OEGDV
2016-11-06	103-4687461-1623428	LPF-WWZ-9O3	B01CX27190	X001867J5P
2016-11-06	115-6472694-0906644	EB3-6I4-H13	B0036NUD1E	X001314TMB
2016-11-02	111-2838555-5375461	LPF-WWZ-9O3	B01CX27190	X001867J5P
2016-10-31	106-5058779-0004240	5VC-8FW-86Z	B015JVBIDW	X0015NUMQ9
2016-10-31	002-6794171-9058652	XFK-GRT-21Y	B014U39MV0	X0014IRKNN
2016-10-28	114-3599541-2060227	VCR-MI6-HHX	B00N6M3BNW	X0014NU96X
2016-10-26	116-4957102-4869860	PP-PD9A-OI1A	B00LV97KYS	X000W4FVPT
2016-10-25	104-8334916-3377009	3AS-SCK-XMJ	B00D78Q2AO	X0017JFC4N
2016-10-23	102-9232110-6972220	YJI-WSA-T26	B015WCV70W	X0014YF1H9
2016-10-21	116-2968338-3193838	DHC-1F8-ZBQ	B01F3R99TM	X00149B2TZ
2016-10-19	113-4430767-8522656	DR3-50S-WIS	B01G2AJA3Y	X00176Q5UB
2016-10-18	106-1681318-3547414	VTM-024-FHM	B01CX26WPY	X0017YSLC3
2016-10-18	106-5346521-8677065	WSN-XAI-JEU	B010WXTOZQ	X0017RGR6H
2016-10-18	115-0875900-4654637	SD4-UQD-2BB	B015CQ8PNA	X0016M9JQD
2016-10-16	112-5939484-4407468	VCR-MI6-HHX	B00N6M3BNW	X0014NU96X
2016-10-15	102-0163096-5405049	SD4-UQD-2BB	B015CQ8PNA	X0016M9JQD
2016-10-14	108-3256038-5985826	5VC-8FW-86Z	B015JVBIDW	X0015NUMQ9
2016-10-13	113-1173508-9228236	SD4-UQD-2BB	B015CQ8PNA	X0016M9JQD
2016-10-11	104-5970984-5715468	J7-GSF6-Q9XZ	B011HNTGVC	X000VY2HW5
2016-10-10	103-4642228-3959450	F9-K9CN-Y7K3	B01F3R8XC6	X00165DTAH
2016-10-09	107-5908465-9565001	DQG-UTB-19T	B01E7N7ZBC	X0015OUDFN
2016-10-08	102-7419551-9781819	K7-CKSO-ECD8	B016UF59WW	X0017JYU3H
2016-10-05	112-1331599-5736243	TY1-V6A-9HP	B01DY9GSEK	X0017474TJ
2016-10-05	105-6788988-6433006	HOZ-XFL-E3H	B01G2AJ5MK	X0016DKLOV
2016-10-04	002-9246804-9243439	J7-GSF6-Q9XZ	B011HNTGVC	X000VY2HW5
2016-09-29	107-9878134-6197813	DZ-TYGO-UX2W	B00M2UIWKQ	X000UDASYL
2016-09-28	116-0332684-3053832	IMS-WRC-8W9	B008915L2O	X00145KAZB
2016-09-23	104-8397850-4493817	FD-WSVI-HNZ0	B019TTJ8BE	X000ZD64WV
2016-09-23	110-6775024-9157836	DQG-UTB-19T	B01E7N7ZBC	X0015OUDFN
2016-09-23	111-3524620-2817861	SD4-UQD-2BB	B015CQ8PNA	X0016M9JQD
2016-09-23	109-6320118-3590665	IT-J8CW-JW2A	B014MIBQXA	X000X483AN
2016-09-22	113-0647261-2933058	5VC-8FW-86Z	B015JVBIDW	X0015NUMQ9
2016-09-20	103-0975736-6991460	5MS-5NP-QC1	B015PYZWKI	X00149AV0V
2016-09-19	102-7411287-2772221	L3-52J8-2I72	B001F0RPGG	X000PDDV9F
2016-09-18	103-4245542-0730602	DQG-UTB-19T	B01E7N7ZBC	X0015OUDFN
2016-09-17	108-6665391-9020202	DQG-UTB-19T	B01E7N7ZBC	X0015OUDFN
2016-09-16	109-8737991-3269814	5VC-8FW-86Z	B015JVBIDW	X0015NUMQ9
2016-09-16	111-4665976-3283461	XPZ-L3J-V22	B00FFVYSE8	X0013B1EL5
2016-09-11	108-3368520-6364218	DHC-1F8-ZBQ	B01F3R99TM	X00149B2TZ
2016-09-08	110-1746060-3510634	EO-Z89X-OB1N	B00NKW5NDE	X000XAX17H
2016-09-06	116-7554987-4541818	W8J-78P-VIQ	B01F3R96A4	X0015DMNW5
2016-09-05	102-2638040-0765829	MZS-UO9-UW3	B0150PNCV8	X0014P9X1D
2016-09-04	106-5606710-4225018	2A-66EL-1I7D	B00PJZUDH6	X000WSTBSN
2016-09-02	113-7480972-1450641	Y04-4TV-KN3	B009XDWUCQ	X00159CLCL
2016-08-30	111-2407101-6426645	EB3-6I4-H13	B0036NUD1E	X001314TMB
2016-08-26	106-5175939-2151425	EO-Z89X-OB1N	B00NKW5NDE	X000XAX17H
2016-08-26	106-6006883-5727442	2Y6-U8U-9UH	B00TR056XA	X0014ELABP
2016-08-25	113-9820734-1775453	6PU-ZNM-NBN	B019TTJ418	X0013K0VIX
2016-08-24	113-9820734-1775453	6PU-ZNM-NBN	B019TTJ418	X0013K0VIX
2016-08-24	114-1431078-1931423	MKQ-RW6-9FM	B01G2AJ5MK	X00165TLTZ
2016-08-22	116-3912022-3821811	EOQ-T5S-VTK	B006DEBY5M	X0015HY3DD
2016-08-21	115-8692051-4095455	CJN-NL3-Y2U	B00T5EEI8W	X000ZZ9X9F
2016-08-17	110-9277555-6181057	Y04-4TV-KN3	B009XDWUCQ	X00159CLCL
2016-08-14	109-1812740-8768248	NJ-LVOK-P6Q9	B004XC6GJ0	X000Y4TTOB
2016-08-13	104-7075751-8065053	YJA-QT4-B7I	B012DTDBI8	X0015RXF7D
2016-08-13	113-6746339-2602609	5MS-5NP-QC1	B015PYZWKI	X00149AV0V
2016-08-12	103-8707436-0108201	KWJ-NOH-Q6V	B012AQIA3K	X0015IG7EF
2016-08-12	108-3314437-0117820	DQG-UTB-19T	B01E7N7ZBC	X0015OUDFN
2016-08-12	103-6075768-2413841	2CK-1QW-JM5	B00I3DOZEI	X0010ABWYX
2016-08-10	110-7887138-7585806	NJF-O40-XO2	B013SKICA8	X0015CZKY9
2016-08-10	115-8073970-0189065	2CK-1QW-JM5	B00I3DOZEI	X0010ABWYX
2016-08-10	114-1487807-9250628	EB3-6I4-H13	B0036NUD1E	X001314TMB
2016-08-09	116-6497701-7046609	VCR-MI6-HHX	B00N6M3BNW	X0014NU96X
2016-08-08	105-8006372-0739435	DQG-UTB-19T	B01E7N7ZBC	X0015OUDFN
2016-08-06	110-3914686-4108206	6B-LJ2J-DPXS	B007VB50VA	X00154JU11
2016-08-05	104-9894677-6384262	YHU-B8W-U5E	B012AQIQ3Y	X001556WRP
2016-08-05	104-9894677-6384262	YHU-B8W-U5E	B012AQIQ3Y	X001556WRP
2016-08-05	115-6603205-6057058	IT-J8CW-JW2A	B014MIBQXA	X000X483AN
2016-08-04	105-1029829-0741858	XAN-MWK-QRK	B0167W1VAM	X0015IAXH7
2016-07-25	109-1758376-2211449	881-TL2-66W	B00LEA5EHO	X001499VSJ
2016-07-22	107-2271638-3721003	BJ-DP6W-8V0Q	B012AQI7EW	X000YIES6B
2016-07-22	111-7507241-2761040	NJ-LVOK-P6Q9	B004XC6GJ0	X000Y4TTOB
2016-07-22	114-9789985-2513807	6PU-ZNM-NBN	B019TTJ418	X0013K0VIX
2016-07-19	114-6743594-6085003	NJ-LVOK-P6Q9	B004XC6GJ0	X000Y4TTOB
2016-07-18	113-9370060-3330608	B8-VYJM-LYGY	B00XJZ52O2	X000WTWTTP
2016-07-18	113-9370060-3330608	B8-VYJM-LYGY	B00XJZ52O2	X000WTWTTP
2016-07-14	002-9922802-9985046	NRZ-2YX-IRC	B00WM1VHYS	X0014Q3JV7
2016-07-14	109-7974686-8089018	6PU-ZNM-NBN	B019TTJ418	X0013K0VIX
2016-07-13	102-0694701-1308217	NJ-LVOK-P6Q9	B004XC6GJ0	X000Y4TTOB
2016-07-10	112-0766628-5961010	L3-W205-2V3F	B00UNDF7IY	X000W6M24Z
2016-06-30	108-7856761-0155410	FH-GKI5-1A3Y	B019TTJ40O	X000ZI9JJL
2016-06-28	111-7161717-7090659	IMS-WRC-8W9	B008915L2O	X00145KAZB
2016-06-27	112-1306379-2648253	IT-V8EC-JYD6	B014MIBQXA	X000YJI9ND
2016-06-25	115-6774229-8997802	MWQ-G0O-I47	B002M7W9GW	X0014L9MMH
2016-06-24	115-2122653-0730638	7ZY-AI2-P0X	B019H3B32E	X00143IIST
2016-06-24	102-2146686-2412269	NXR-L6E-4ZQ	B019HF60EI	X0013ZTXX7
2016-06-22	106-0833559-2689003	XFK-GRT-21Y	B014U39MV0	X0014IRKNN
2016-06-21	116-2762218-9843442	FQX-KSO-L2Z	B01AZC4NHS	X0014AKUU1
2016-06-21	111-8337988-3092254	1DH-X3V-HZW	B015JV81KA	X0013NT4IX
2016-06-20	112-2663753-1743433	FQX-KSO-L2Z	B01AZC4NHS	X0014AKUU1
2016-06-19	106-3052620-6525828	K7-H0MZ-6CPK	B00MRL30KM	X000VKMOGD
2016-06-18	106-6927012-6030652	2CK-1QW-JM5	B00I3DOZEI	X0010ABWYX
2016-06-18	103-4201241-8037822	N1L-1IX-WRZ	B00CI3BLPA	X00143BWKF
2016-06-15	002-9675018-3889040	FQX-KSO-L2Z	B01AZC4NHS	X0014AKUU1
2016-06-15	104-2494000-6776261	HT5-TTE-YOP	B015T35LXS	X0010ABBUX
2016-06-13	108-2139297-1115432	XPZ-L3J-V22	B00FFVYSE8	X0013B1EL5
2016-06-12	111-6935082-1201842	M9-OENP-M6AJ	B00SETTAUA	X000WFFG17
2016-06-11	110-7521253-8998646	M9-OENP-M6AJ	B00SETTAUA	X000WFFG17
2016-06-04	103-3205989-6085014	M9-OENP-M6AJ	B00SETTAUA	X000WFFG17
2016-05-12	107-5465159-7760261	DIX-YJ7-5M9	B00R5WGT2E	X001037YHJ
2016-05-10	111-4787618-7382646	Q3-WZPR-V15Q	B00CO1I29O	X000Y77HUV
2016-05-10	002-2829446-0490619	DIX-YJ7-5M9	B00R5WGT2E	X001037YHJ
2016-05-10	114-2603226-6149033	DIX-YJ7-5M9	B00R5WGT2E	X001037YHJ
2016-05-08	104-4581268-6970602	1V-XG0H-V4HG	B010DODAWM	X000Y0Q19L
2016-05-07	110-8551565-8031437	Q3-WZPR-V15Q	B00CO1I29O	X000Y77HUV
2016-05-05	115-2889211-9098600	FVP-EO8-ZHN	B010UU5XSS	X0010CH74F
2016-05-04	102-6640758-1773847	2CK-1QW-JM5	B00I3DOZEI	X0010ABWYX
2016-05-03	115-6251628-7570604	Q3-WZPR-V15Q	B00CO1I29O	X000Y77HUV
2016-05-03	108-1695525-5153065	FVP-EO8-ZHN	B010UU5XSS	X0010CH74F
2016-04-21	114-3343564-5903402	Q3-WZPR-V15Q	B00CO1I29O	X000Y77HUV
2016-04-20	116-7557589-9661803	M9-OENP-M6AJ	B00SETTAUA	X000WFFG17
2016-04-18	109-3673734-5774661	Q3-WZPR-V15Q	B00CO1I29O	X000Y77HUV
2016-04-11	115-7734131-6152207	9K-0FCN-C6I4	B00G03N8M8	B00G03N8M8
2016-03-25	111-6527450-0921058	4U-P49N-7DZE	B00QQ7SLDO	X000W48LI3
2016-03-18	113-4953731-4620269	DE-BHND-LAKN	B000P0528U	X000V6XTBV
2016-03-17	113-8314134-9076215	DL-04V8-OMZ0	B012U7H6XE	X000Y1JHX7
2016-03-14	106-5190732-0197865	DE-BHND-LAKN	B000P0528U	X000V6XTBV
2016-03-09	105-8064993-5011413	NC-8UQV-LS51	B012XYL4NC	X000VL9M53
2016-03-08	106-6308331-2747460	PM-E4RQ-4ZCV	B0084ZYI88	X000Y3NHE5
2016-03-03	111-5174827-7323449	9G-5OMR-SXXZ	B00009ZY5C	X000VRW8UN
2016-02-28	102-2762868-7168269	4U-P49N-7DZE	B00QQ7SLDO	X000XL4DM3
2016-02-25	103-9500448-7911455	OQ-FUT5-8DWU	B00NJNDUQG	X000VNPTXF
2016-02-25	115-8857406-2039405	VM-5CAG-D2ZJ	B00IW957RM	X000WM1NUN
2016-02-21	111-4554397-6824245	9D-J5GT-9F2G	B014MIBLSA	X000XL80ZJ
2016-02-20	106-3385890-8113066	M9-OENP-M6AJ	B00SETTAUA	X000WFFG17
2016-02-20	105-9240559-5225045	9G-5OMR-SXXZ	B00009ZY5C	X000VRW8UN
2016-02-18	002-7953057-8745816	IT-J8CW-JW2A	B014MIBQXA	X000X483AN
2016-02-17	102-5303651-4682615	ES-HLXY-7OOK	B00KMRGF3M	X000S99JC9
2016-02-17	103-7287703-3380239	QE-07XU-HHA5	B003V37ZDS	X000QEI9X1
2016-02-16	115-7826983-7318639	PP-PD9A-OI1A	B00LV97KYS	X000W4FVPT
2016-02-16	107-7535685-1154635	NJ-LVOK-P6Q9	B004XC6GJ0	X000Y4TTOB
2016-02-15	112-9324577-6421829	PM-E4RQ-4ZCV	B0084ZYI88	X000Y3NHE5
2016-02-15	103-1532552-7943445	PM-E4RQ-4ZCV	B0084ZYI88	X000Y3NHE5
2016-02-14	111-5544287-3425000	DP-S8I6-8639	B00GJAQX5G	X000WC9BS9
2016-02-12	108-2542499-3463446	OQ-FUT5-8DWU	B00NJNDUQG	X000VNPTXF
2016-02-12	111-3220215-6653058	QE-07XU-HHA5	B003V37ZDS	X000QEI9X1
2016-02-11	106-9233269-5880250	4U-P49N-7DZE	B00QQ7SLDO	X000XL4DM3
2016-02-09	109-6662836-9221047	QE-07XU-HHA5	B003V37ZDS	X000QEI9X1
2016-02-08	111-7867186-0790631	LA-01XC-65FO	B0157LQTX8	X000XMLK41
2016-02-08	111-8615615-3748234	QE-07XU-HHA5	B003V37ZDS	X000QEI9X1
2016-02-07	106-1033450-6384264	17-8T3X-1UDF	B017QJGSNU	X000XMLK37
2016-02-05	105-1050004-4741838	77-H4QA-9XZZ	B00S7YFSK8	X000W5KUZT
2016-02-05	105-2791382-8815428	41-6F1A-UDKC	B0088PUEPK	X000UF9O3Z
2016-02-01	108-4461614-3328246	0Z-Y76S-YKPK	B004T9RR6I	X000WM1N35
2016-01-29	110-7311121-3123457	77-W896-9TFI	B00DR8LAE2	X000T7GKT5
2016-01-28	109-3508859-6523413	OQ-FUT5-8DWU	B00NJNDUQG	X000VNPTXF
2016-01-28	111-7248489-3853014	GR-SOG5-4412	B00NJNDUQG	X000XFU01R
2016-01-27	114-0787887-7257864	77-W896-9TFI	B00DR8LAE2	X000T7GKT5
2016-01-26	002-8210741-7559401	77-W896-9TFI	B00DR8LAE2	X000T7GKT5
2016-01-26	104-0017233-5169064	9D-J5GT-9F2G	B014MIBLSA	X000XL80ZJ
2016-01-23	114-0196581-6379421	C4-XLWO-IGYX	B012AQI7EW	X000XEUMV1
2016-01-21	105-8203502-9604247	PP-PD9A-OI1A	B00LV97KYS	X000W4FVPT
2016-01-21	116-3944108-5240207	QE-07XU-HHA5	B003V37ZDS	X000QEI9X1
2016-01-21	106-3071472-4393024	C4-XLWO-IGYX	B012AQI7EW	X000XEUMV1
2016-01-21	107-3861667-0255434	4Q-O4RA-NQC8	B00IEZGZY8	X000WN8RHT
2016-01-21	115-8996262-7893031	6I-4WK3-GPFQ	B012AQIEVI	X000WRMJKL
2016-01-19	106-7355259-8691418	QE-07XU-HHA5	B003V37ZDS	X000QEI9X1
2016-01-18	106-2937223-5261040	77-W896-9TFI	B00DR8LAE2	X000T7GKT5
2016-01-18	112-5646566-8205063	K7-4SJF-6FGF	B00AXZY42W	X000XA1NB3
2016-01-15	113-1366706-5516250	35-ZAOB-XX8S	B00GJ7O91O	X000VBW5I9
2016-01-13	112-1755438-3159469	MK-TL1H-909G	B0085H66NU	X000WB16E7
